accession,average_molecular_weight,origin,state,carcinogenicity,kingdom,super_class,taxonomy_class,sub_class,targets_id,pred_polar_surface_area_ChemAxon,pred_formal_charge_ChemAxon,pred_acceptor_count_ChemAxon,pred_physiological_charge_ChemAxon,pred_polarizability_ChemAxon,pred_rotatable_bond_count_ChemAxon,pred_refractivity_ChemAxon,pred_donor_count_ChemAxon,Acidity,logP,solubility,Inhalation(ROE),Dermal(ROE),Ingestion(ROE),Injection(ROE),cellular_locations_Lysosome,cellular_locations_Endosome,cellular_locations_Centrosome,cellular_locations_Mitochondria,cellular_locations_Actin Filament,cellular_locations_Synaptic Vesicle,cellular_locations_Late endosome,cellular_locations_Endoplasmic reticulum membrane,cellular_locations_Cell junction,cellular_locations_Secretory Granule,cellular_locations_Nuclear Membrane,cellular_locations_Zymogen Granule,cellular_locations_Cytoplasm,cellular_locations_Microsome,cellular_locations_Membrane,cellular_locations_Cell surface,cellular_locations_Plasma Membrane,cellular_locations_Actin Cytoskeleton,cellular_locations_Nucleus,cellular_locations_Nerve Fiber,cellular_locations_Golgi apparatus,cellular_locations_Mitochondrial Matrix,cellular_locations_Microtubule,cellular_locations_Mitochondrion,cellular_locations_Soluble Fraction,cellular_locations_Nucleoplasm,cellular_locations_Nuclear Matrix,cellular_locations_Tubulin,cellular_locations_Membrane Fraction,cellular_locations_Mitochondrial Membrane,cellular_locations_Mitochondrial Intermembrane Space,cellular_locations_Perinuclear region,cellular_locations_Acrosome,cellular_locations_Extracellular,cellular_locations_Endocytic Vesicle,cellular_locations_Focal adhesion,cellular_locations_Ribosome,cellular_locations_Nucleolus,cellular_locations_Cytosol,cellular_locations_Apical Membrane,cellular_locations_Cell membrane,cellular_locations_Caveolae,cellular_locations_Intermediate Filament,cellular_locations_Cytoskeleton,cellular_locations_Sarcoplasmic Reticulum,cellular_locations_Kinetochore,cellular_locations_Endoplasmic reticulum,cellular_locations_Secretory vesicle,cellular_locations_Peroxisome,cellular_locations_Extracellular matrix,cellular_locations_Early endosome,cellular_locations_Basolateral Membrane,categories_Bacterial Toxin,categories_Synthetic Toxin,categories_Animal Toxin,categories_Household Toxin,categories_Uremic Toxin,categories_Protein,categories_Drug,categories_Pesticide,categories_Polychlorinated Biphenyl,categories_Food Toxin,categories_Natural Toxin,categories_Industrial/Workplace Toxin,categories_Pollutant,categories_Cigarette Toxin,categories_Fungal Toxin,categories_Airborne Pollutant,categories_Plant Toxin
T3D0691,218.501,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal salts,Transition metal bromides,"['BE0005290', 'BE0002376', 'BE0005283', 'BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0000795', 'BE0002345', 'BE0003592', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",0.0,0,0,0,9.36,0,17.47,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0692,96.6902,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal salts,Transition metal fluorides,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",0.0,0,0,0,2.77,0,3.0,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0693,92.7081,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal hydroxides,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",40.46,0,2,0,4.53,0,5.13,2,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
T3D0694,312.5023,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal salts,Transition metal iodides,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",0.0,0,0,0,13.13,0,26.68,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0695,182.7032,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal nitrates,"['BE0000130', 'BE0000629', 'BE0004987', 'BE0004975', 'BE0004556', 'BE0004998', 'BE0004986', 'BE0005028', 'BE0005021', 'BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",66.2,0,3,-1,3.28,0,8.35,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0696,76.7087,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal organides,Transition metal oxides,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",0.0,0,0,0,1.78,0,0.0,0,6,4,4,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
T3D0697,154.756,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal sulfates,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",80.26,0,4,-2,5.81,0,11.53,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0699,250.865,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal organides,Transition metal oxides,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",138.78,0,6,0,15.51,4,28.18,2,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0700,252.0649,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",123.63,0,6,0,11.08,2,10.01,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0701,259.368,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Alkaline earth metal oxoanionic compounds,Alkaline earth metal hydroxides,"['BE0000644', 'BE0000708', 'BE0001131', 'BE0002441', 'BE0004905', 'BE0004905', 'BE0004905', 'BE0000418', 'BE0004796', 'BE0001028', 'BE0001030', 'BE0005190', 'BE0002218', 'BE0002365', 'BE0005188', 'BE0005189', 'BE0000150', 'BE0005187', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0000672', 'BE0000897', 'BE0002398', 'BE0002399', 'BE0002400']",0.0,0,0,2,1.78,0,0.0,0,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0702,381.8046,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",52.6,0,2,0,9.74,2,5.59,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0703,192.102,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Alkaline earth metal oxoanionic compounds,Alkaline earth metal chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",80.26,0,4,-2,6.04,0,5.77,0,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0704,406.85,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",190.8,0,9,0,21.56,6,20.4,3,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0705,194.1903,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",52.6,0,2,0,9.74,2,5.59,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0706,294.1846,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",95.97,0,4,0,14.77,4,9.82,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0707,215.555,1,1,2,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinium derivatives,"['BE0004796', 'BE0002365', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0001122']",14.14,0,0,0,8.66,0,25.16,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0708,376.2037,1,1,2,Organic compounds,Organic oxygen compounds,Organic oxoanionic compounds,Organic dichromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",117.97,0,6,-2,11.59,2,12.25,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0709,331.7301,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal chromates,"['BE0004796', 'BE0000820', 'BE0000816', 'BE0000817', 'BE0000821', 'BE0002286', 'BE0002289', 'BE0002365', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0001135', 'BE0002288', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",52.6,0,2,0,9.74,2,5.59,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0710,161.9732,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",52.6,0,2,0,9.64,2,5.59,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0711,261.9675,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",95.97,0,4,0,14.67,4,9.82,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0712,203.61,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Alkaline earth metal oxoanionic compounds,Alkaline earth metal chromates,"['BE0004796', 'BE0002365', 'BE0005000', 'BE0000923', 'BE0001062']",80.26,0,4,0,6.04,0,5.77,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0713,187.45,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal hydroxides,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0002390']",0.0,0,0,0,1.78,0,0.0,0,6,1,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0714,152.0706,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",80.26,0,4,0,6.04,0,5.77,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0715,129.876,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",52.6,0,2,0,9.61,2,5.59,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0716,281.397,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0002390']",123.63,0,6,-2,11.08,2,10.01,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0717,546.4,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Post-transition metal oxoanionic compounds,Post-transition metal chromates,"['BE0004476', 'BE0000418', 'BE0004796', 'BE0000050', 'BE0001033', 'BE0000365', 'BE0000760', 'BE0000417', 'BE0000454', 'BE0000396', 'BE0000641', 'BE0000534', 'BE0002365', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0001132', 'BE0000872', 'BE0002417', 'BE0003431', 'BE0004969', 'BE0004893', 'BE0003889', 'BE0001385', 'BE0004894', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0005042']",80.26,0,4,-2,6.04,0,5.77,0,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0718,418.911,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous chromates,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0002390']",80.26,0,4,-2,6.04,0,5.77,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0719,223.481,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal hydroxides,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0002390']",0.0,0,0,0,1.78,0,0.0,0,6,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
