accession,average_molecular_weight,origin,state,carcinogenicity,kingdom,super_class,taxonomy_class,sub_class,targets_id,pred_polar_surface_area_ChemAxon,pred_formal_charge_ChemAxon,pred_acceptor_count_ChemAxon,pred_physiological_charge_ChemAxon,pred_polarizability_ChemAxon,pred_rotatable_bond_count_ChemAxon,pred_refractivity_ChemAxon,pred_donor_count_ChemAxon,Acidity,logP,solubility,Inhalation(ROE),Dermal(ROE),Ingestion(ROE),Injection(ROE),cellular_locations_Lysosome,cellular_locations_Endosome,cellular_locations_Centrosome,cellular_locations_Mitochondria,cellular_locations_Actin Filament,cellular_locations_Synaptic Vesicle,cellular_locations_Late endosome,cellular_locations_Endoplasmic reticulum membrane,cellular_locations_Cell junction,cellular_locations_Secretory Granule,cellular_locations_Nuclear Membrane,cellular_locations_Zymogen Granule,cellular_locations_Cytoplasm,cellular_locations_Microsome,cellular_locations_Membrane,cellular_locations_Cell surface,cellular_locations_Plasma Membrane,cellular_locations_Actin Cytoskeleton,cellular_locations_Nucleus,cellular_locations_Nerve Fiber,cellular_locations_Golgi apparatus,cellular_locations_Mitochondrial Matrix,cellular_locations_Microtubule,cellular_locations_Mitochondrion,cellular_locations_Soluble Fraction,cellular_locations_Nucleoplasm,cellular_locations_Nuclear Matrix,cellular_locations_Tubulin,cellular_locations_Membrane Fraction,cellular_locations_Mitochondrial Membrane,cellular_locations_Mitochondrial Intermembrane Space,cellular_locations_Perinuclear region,cellular_locations_Acrosome,cellular_locations_Extracellular,cellular_locations_Endocytic Vesicle,cellular_locations_Focal adhesion,cellular_locations_Ribosome,cellular_locations_Nucleolus,cellular_locations_Cytosol,cellular_locations_Apical Membrane,cellular_locations_Cell membrane,cellular_locations_Caveolae,cellular_locations_Intermediate Filament,cellular_locations_Cytoskeleton,cellular_locations_Sarcoplasmic Reticulum,cellular_locations_Kinetochore,cellular_locations_Endoplasmic reticulum,cellular_locations_Secretory vesicle,cellular_locations_Peroxisome,cellular_locations_Extracellular matrix,cellular_locations_Early endosome,cellular_locations_Basolateral Membrane,categories_Bacterial Toxin,categories_Synthetic Toxin,categories_Animal Toxin,categories_Household Toxin,categories_Uremic Toxin,categories_Protein,categories_Drug,categories_Pesticide,categories_Polychlorinated Biphenyl,categories_Food Toxin,categories_Natural Toxin,categories_Industrial/Workplace Toxin,categories_Pollutant,categories_Cigarette Toxin,categories_Fungal Toxin,categories_Airborne Pollutant,categories_Plant Toxin
T3D1815,144.97,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Other mixed metal/non-metal oxoanionic compounds,Non-metal selenates,[],74.6,0,5,-2,6.65,0,21.13,2,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1816,188.94,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal oxoanionic compounds,Alkali metal selenates,"['BE0000322', 'BE0000267', 'BE0000535', 'BE0003629']",80.26,0,4,0,6.12,0,18.89,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
T3D1817,157.07,1,2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,[],0.0,0,0,0,11.25,0,39.39,0,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1818,312.13,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,[],0.0,0,0,0,21.25,3,77.18,0,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1819,110.96,1,1,1,Inorganic compounds,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal oxides,[],34.14,0,3,0,4.1,0,16.0,0,6,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1820,111.03,1,1,1,Inorganic compounds,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal sulfides,[],0.0,0,0,0,5.1,0,22.55,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
T3D1821,143.09,1,1,1,Inorganic compounds,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal sulfides,[],0.0,0,0,0,9.59,0,31.98,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
T3D1824,165.87,1,2,1,Inorganic compounds,Homogeneous non-metal compounds,Halogen organides,Halogen oxides,[],17.07,0,1,0,8.74,0,26.83,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1826,154.95,1,2,1,Inorganic compounds,Homogeneous non-metal compounds,Other non-metal halides,Other non-metal halides,[],0.0,0,0,0,3.96,0,19.12,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1827,126.96,1,1,1,Inorganic compounds,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal oxides,[],51.21,0,3,0,4.97,0,17.44,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1830,169.93,1,2,1,Inorganic compounds,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,Homogeneous other non-metal compounds,[],0.0,0,0,0,5.29,0,29.73,0,6,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1831,148.68,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals,[],0.0,0,0,0,3.69,0,13.11,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1832,376.33,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Post-transition metal salts,Post-transition metal salts,[],0.0,0,0,3,1.78,0,0.0,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1834,80.98,1,1,1,Inorganic compounds,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,Homogeneous other non-metal compounds,[],0.0,0,0,0,2.81,0,14.71,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
T3D1836,294.7,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals,"['BE0000820', 'BE0000816', 'BE0000817', 'BE0000821', 'BE0002286', 'BE0002289', 'BE0001135', 'BE0002288', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0004796']",0.0,0,0,0,1.78,0,13.11,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1837,128.97,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Other mixed metal/non-metal oxoanionic compounds,Non-metal selenites,[],57.53,0,3,0,5.84,0,19.69,2,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1839,172.94,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal oxoanionic compounds,Alkali metal selenites,[],63.19,0,3,0,5.32,0,17.44,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1840,535.72,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Post-transition metal oxoanionic compounds,Post-transition metal selenites,[],63.19,0,3,0,5.32,0,17.44,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1841,559.83,1,1,1,Organic compounds,Organosulfur compounds,Sulfenyl compounds,Sulfenyl compounds,[],12.96,0,0,0,52.93,8,151.6,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D1842,108.1378,2,2,1,Organic compounds,Benzenoids,Phenols,Meta cresols,"['BE0003491', 'BE0000426', 'BE0000017', 'BE0000262', 'BE0001122']",20.23,0,1,0,11.91,0,33.08,1,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
T3D1843,422.868,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000486', 'BE0005459', 'BE0000920', 'BE0000058', 'BE0000895', 'BE0000956', 'BE0002638', 'BE0005460', 'BE0001160', 'BE0001114', 'BE0003549', 'BE0002189', 'BE0003543', 'BE0003536']",26.3,0,1,0,41.29,7,109.14,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1844,338.44,1,1,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Aromatic monoterpenoids,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0005030']",39.44,0,1,0,38.93,7,99.88,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1846,349.4229,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000988', 'BE0001777', 'BE0000956', 'BE0002130', 'BE0000920', 'BE0001114', 'BE0002638', 'BE0002793', 'BE0003541', 'BE0000443', 'BE0000779', 'BE0003549', 'BE0003536']",59.32,0,2,0,37.5,6,98.52,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1847,451.4619,1,2,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethroids,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0000956', 'BE0003888', 'BE0003477', 'BE0005030']",68.55,0,3,0,43.78,10,117.99,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1848,510.384,1,2,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethroids,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0005030']",59.32,0,2,0,50.91,8,134.2,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1849,502.913,1,2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0000956', 'BE0003888', 'BE0003477', 'BE0005030']",71.35,0,3,0,47.41,10,127.04,1,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1850,391.288,1,1,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethroids,"['BE0000956', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0002638', 'BE0005459', 'BE0005464', 'BE0002130', 'BE0000368', 'BE0005490']",35.53,0,1,0,39.43,7,114.28,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
T3D1851,418.734,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzyloxycarbonyls,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000956', 'BE0000934', 'BE0000920', 'BE0000058', 'BE0001340', 'BE0004734', 'BE0001160', 'BE0000240', 'BE0002638', 'BE0003549']",26.3,0,1,0,32.97,6,84.87,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1852,665.007,1,1,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethroids,"['BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000218', 'BE0005014', 'BE0000956', 'BE0003888', 'BE0003477', 'BE0005030']",59.32,0,2,0,49.76,8,129.98,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D1853,316.4345,1,2,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethroids,"['BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0005103', 'BE0000553']",43.37,0,2,0,37.11,6,94.38,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
T3D1854,360.444,1,2,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethroids,"['BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0005103', 'BE0000553']",69.67,0,3,0,40.25,8,100.87,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
T3D1855,330.4611,1,1,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethrins,"['BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0005103', 'BE0000553']",43.37,0,2,0,39.08,7,98.98,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
T3D1856,374.4706,1,1,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethrins,"['BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0005103', 'BE0000553']",69.67,0,3,0,42.0,9,105.47,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
T3D1857,328.4452,1,2,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethrins,"['BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0005103', 'BE0000553']",43.37,0,2,0,38.44,7,99.03,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
T3D1858,372.4547,1,2,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Pyrethrins,"['BE0000218', 'BE0005014', 'BE0003888', 'BE0003477', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0005103', 'BE0000553', 'BE0000956']",69.67,0,3,0,41.76,9,105.51,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
T3D1859,154.83,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid organides,Metalloid sulfides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,5.61,0,10.23,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1861,299.02,1,1,1,Organic compounds,Organic salts,Organic metal salts,Organic antimony salts,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",27.69,0,3,0,23.1,6,48.64,0,5,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1862,256.94,1,1,1,Organic compounds,Organic salts,Organic metal salts,Organic antimony salts,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",27.69,0,3,0,17.69,6,35.39,0,5,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1863,221.31,1,1,1,Organic compounds,Organometallic compounds,Organometalloid compounds,Trialkylantimony halides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,12.09,0,25.47,0,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
